Ship Movement Update,Gear System Update,Lerper Update,ParticleSystem Update,Instructions Draw,Gear System Draw,ParticleSystem Draw,Ship Draw
7.39653e-006,2.05459e-006,2.05459e-005,0.000302436,4.10918e-007,0.000297916,0.0012796,4.47901e-005
7.39653e-006,2.46551e-006,2.05459e-005,0.000307367,0,0.000298738,0.0012118,4.64338e-005
6.98561e-006,2.46551e-006,2.0135e-005,0.000292163,0,0.000281479,0.00117399,4.60228e-005
7.39653e-006,2.46551e-006,2.0135e-005,0.000297094,4.10918e-007,0.000297505,0.00118591,4.27355e-005
7.39653e-006,2.05459e-006,1.80804e-005,0.000310654,0,0.000315996,0.00123358,4.84884e-005
1.72586e-005,2.46551e-006,1.89022e-005,0.000266275,0,0.000279424,0.0011029,4.19137e-005
1.64367e-006,4.10918e-007,6.16377e-006,0.000199706,0,0.000297916,0.00117399,4.60228e-005
6.57469e-006,2.46551e-006,1.97241e-005,0.000274904,0,0.000272439,0.00108277,4.23246e-005
2.05459e-006,8.21837e-007,6.16377e-006,0.00019683,0,0.000302025,0.00140082,4.72556e-005
6.57469e-006,2.05459e-006,2.0135e-005,0.000264631,0,0.000279835,0.00114811,4.43792e-005
6.98561e-006,2.46551e-006,2.09568e-005,0.000260522,0,0.000283123,0.00107044,4.35573e-005
6.98561e-006,2.05459e-006,1.93132e-005,0.000268741,0,0.00027285,0.00105154,4.31464e-005
2.46551e-006,8.21837e-007,7.80745e-006,0.000212445,0,0.000304901,0.00114646,4.47901e-005
7.39653e-006,2.46551e-006,1.93132e-005,0.000272439,0,0.000280657,0.00105688,4.27355e-005
6.98561e-006,2.05459e-006,1.84913e-005,0.000261755,4.10918e-007,0.000296272,0.00115386,4.56119e-005
8.21837e-006,2.46551e-006,1.89022e-005,0.000274493,0,0.000296683,0.00107578,4.60228e-005
6.98561e-006,8.21837e-007,8.62928e-006,0.000206281,0,0.000292985,0.00103716,4.39683e-005
7.39653e-006,2.05459e-006,1.89022e-005,0.000264631,0,0.000296272,0.00104455,4.43792e-005
6.98561e-006,2.05459e-006,1.93132e-005,0.000259289,0,0.000297094,0.00107907,4.35573e-005
1.10948e-005,2.46551e-006,1.93132e-005,0.00026381,0,0.000282301,0.00103798,4.56119e-005
7.39653e-006,2.05459e-006,2.05459e-005,0.000232169,0,0.000298738,0.00102935,4.35573e-005
1.72586e-005,2.46551e-006,1.72586e-005,0.000240387,0,0.000295039,0.00100387,4.60228e-005
6.57469e-006,2.46551e-006,1.97241e-005,0.000250249,0,0.000297505,0.00102442,4.5201e-005
6.98561e-006,2.05459e-006,1.89022e-005,0.000258057,0,0.000279835,0.00101127,4.31464e-005
6.98561e-006,2.46551e-006,1.97241e-005,7.47871e-005,0,0.000280246,0.00100223,4.56119e-005
6.98561e-006,2.05459e-006,1.89022e-005,8.71147e-005,0,0.00029093,0.00106715,4.76665e-005
6.98561e-006,2.87643e-006,2.05459e-005,0.000248606,0,0.000291752,0.000959494,4.31464e-005
0.00020587,8.21837e-007,6.57469e-006,0.000153273,0,0.00028189,0.000987026,4.56119e-005
6.57469e-006,2.46551e-006,1.89022e-005,0.000242442,0,0.000272439,0.000913882,4.19137e-005
0.000159025,8.21837e-007,5.75286e-006,0.000154505,0,0.000297505,0.00100018,4.5201e-005
7.80745e-006,2.46551e-006,1.97241e-005,0.000252715,0,0.000273261,0.000913882,4.56119e-005
6.57469e-006,2.46551e-006,1.84913e-005,0.000238333,0,0.000297916,0.000929497,5.25975e-005
6.98561e-006,2.05459e-006,1.97241e-005,0.000249427,0,0.00027285,0.000925799,4.27355e-005
2.05459e-006,4.10918e-007,4.93102e-006,0.000146698,0,0.000302025,0.000968534,4.72556e-005
7.39653e-006,2.46551e-006,1.93132e-005,0.00025066,0,0.000281479,0.00093977,4.47901e-005
6.57469e-006,2.05459e-006,1.89022e-005,0.0002371,0,0.000281068,0.000901144,4.39683e-005
6.98561e-006,2.46551e-006,1.84913e-005,0.000230114,0,0.000296683,0.00100141,4.56119e-005
3.28735e-006,8.21837e-007,1.43821e-005,0.000170942,0,0.000289286,0.000936894,4.31464e-005
6.57469e-006,2.05459e-006,1.84913e-005,0.000247373,0,0.000278603,0.000889227,4.19137e-005
6.98561e-006,2.05459e-006,1.89022e-005,0.000236689,0,0.000272439,0.000883063,4.35573e-005
6.98561e-006,2.05459e-006,2.05459e-005,0.000242853,0,0.000297916,0.000912239,4.56119e-005
2.05459e-006,8.21837e-007,8.21837e-006,0.000144232,0,0.000300792,0.000941414,4.5201e-005
2.05459e-006,4.10918e-007,6.57469e-006,0.000143,0,0.000300792,0.000916348,5.17757e-005
6.98561e-006,2.87643e-006,2.5066e-005,0.000221485,0,0.000303258,0.000937715,4.72556e-005
2.05459e-006,8.21837e-007,7.39653e-006,0.00014341,0,0.000300381,0.000929497,4.64338e-005
6.98561e-006,2.46551e-006,1.93132e-005,0.000235456,0,0.000282712,0.000969767,4.27355e-005
6.98561e-006,2.46551e-006,1.80804e-005,0.000244907,4.10918e-007,0.00029545,0.000896213,4.84884e-005
6.98561e-006,2.46551e-006,2.0135e-005,0.00027285,0,0.000274082,0.000890049,4.64338e-005
6.98561e-006,2.46551e-006,1.89022e-005,0.000233812,0,0.000280657,0.000871147,5.05429e-005
6.98561e-006,2.46551e-006,1.89022e-005,0.000242442,0,0.000293807,0.000904842,4.5201e-005
2.05459e-006,8.21837e-007,6.98561e-006,0.000136014,0,0.000286821,0.00103346,4.88993e-005
3.94482e-005,2.05459e-006,1.89022e-005,0.00020135,0,0.000287643,0.000859641,4.39683e-005
9.45112e-006,2.46551e-006,1.84913e-005,0.000216143,0,0.00027285,0.000856765,4.35573e-005
6.57469e-006,2.87643e-006,1.93132e-005,0.000208336,0,0.000297505,0.000878543,4.60228e-005
7.39653e-006,2.46551e-006,1.84913e-005,0.000219019,0,0.000281479,0.00092621,4.56119e-005
6.57469e-006,2.05459e-006,1.89022e-005,0.000212856,0,0.000295039,0.000826357,4.43792e-005
7.39653e-006,2.46551e-006,1.93132e-005,0.000214088,0,0.000297916,0.000860463,4.56119e-005
6.57469e-006,2.87643e-006,2.0135e-005,0.000221485,0,0.000280657,0.000816906,4.31464e-005
6.16377e-006,2.05459e-006,1.97241e-005,0.000180393,0,0.000411329,0.00143904,4.72556e-005
2.05459e-006,8.21837e-007,7.80745e-006,0.000131494,0,0.000303669,0.000980451,4.80774e-005
6.98561e-006,2.46551e-006,2.0135e-005,0.000215321,0,0.000280657,0.000795538,4.23246e-005
6.98561e-006,2.05459e-006,1.93132e-005,0.000211623,0,0.000281068,0.000822247,4.35573e-005
7.39653e-006,2.46551e-006,2.09568e-005,0.000220663,4.10918e-007,0.000283123,0.000834164,4.39683e-005
8.62928e-006,2.46551e-006,1.97241e-005,0.000238333,4.10918e-007,0.00029997,0.000897856,4.56119e-005
6.98561e-006,2.46551e-006,1.72586e-005,0.000221485,0,0.000279014,0.000783621,4.31464e-005
6.98561e-006,2.46551e-006,2.0135e-005,0.000237511,0,0.000299148,0.000832109,4.56119e-005
2.46551e-006,8.21837e-007,8.62928e-006,0.000126152,4.10918e-007,0.000302847,0.000854299,4.76665e-005
2.05459e-006,8.21837e-007,8.62928e-006,0.00012533,4.10918e-007,0.000301614,0.00084567,4.39683e-005
2.05459e-006,8.21837e-007,6.98561e-006,0.00013889,0,0.000305723,0.000949632,4.64338e-005
1.68476e-005,2.46551e-006,1.97241e-005,0.000197241,0,0.000297505,0.00079225,4.23246e-005
6.98561e-006,2.05459e-006,1.93132e-005,0.000218198,0,0.000273672,0.000781567,4.27355e-005
7.39653e-006,2.05459e-006,2.09568e-005,0.000202172,0,0.000299559,0.000810742,4.60228e-005
6.98561e-006,2.46551e-006,1.93132e-005,0.000222307,0,0.000280657,0.000843615,4.35573e-005
6.57469e-006,2.46551e-006,1.80804e-005,0.000207925,0,0.000306545,0.000808276,4.56119e-005
2.05459e-006,4.10918e-007,6.57469e-006,0.000116701,0,0.000441737,0.00079636,4.68447e-005
7.39653e-006,2.46551e-006,1.97241e-005,0.000207514,0,0.000282301,0.000779923,4.56119e-005
6.57469e-006,2.46551e-006,2.05459e-005,0.000190666,0,0.000298327,0.000764308,4.60228e-005
3.69826e-006,8.21837e-007,1.35603e-005,0.000136425,0,0.000310243,0.00109263,4.56119e-005
6.98561e-006,2.46551e-006,2.0135e-005,0.000190255,0,0.000285588,0.000728969,4.47901e-005
6.57469e-006,4.10918e-007,5.75286e-006,0.00010314,0,0.000280657,0.000770883,4.5201e-005
6.57469e-006,2.05459e-006,1.93132e-005,0.000200528,0,0.000281068,0.000732256,4.23246e-005
6.98561e-006,4.10918e-007,5.75286e-006,0.000108893,4.10918e-007,0.000298327,0.00083252,4.5201e-005
2.87643e-006,8.21837e-007,1.10948e-005,0.000133138,0,0.000282712,0.000840739,4.56119e-005
6.98561e-006,2.46551e-006,1.76695e-005,0.000207925,0,0.000270795,0.000719518,5.83504e-005
6.57469e-006,2.46551e-006,1.80804e-005,0.000201761,0,0.000298327,0.000760199,4.60228e-005
6.57469e-006,2.46551e-006,1.89022e-005,0.000195597,0,0.000271617,0.000733078,4.31464e-005
6.98561e-006,2.46551e-006,0.000152451,0.000109715,0,0.000297916,0.00083252,4.56119e-005
2.87643e-006,8.21837e-007,1.06839e-005,0.000137247,0,0.000305312,0.000773348,4.56119e-005
1.35603e-005,2.46551e-006,1.97241e-005,0.000211212,0,0.000285588,0.000704725,6.0405e-005
9.86204e-006,2.05459e-006,1.97241e-005,0.000191488,0,0.000280657,0.000816495,4.31464e-005
7.80745e-006,2.05459e-006,2.0135e-005,0.000196419,0,0.000288465,0.000765541,4.56119e-005
2.46551e-006,8.21837e-007,1.06839e-005,0.000114235,0,0.00030408,0.000323393,4.76665e-005
7.39653e-006,2.87643e-006,2.17787e-005,8.91693e-005,0,0.000285999,0.000352568,5.05429e-005
6.57469e-006,2.46551e-006,2.09568e-005,5.05429e-005,0,0.000281068,0.000311476,4.35573e-005
6.98561e-006,2.05459e-006,1.97241e-005,8.87583e-005,0,0.000281479,0.000316407,4.31464e-005
6.57469e-006,2.46551e-006,1.84913e-005,7.27325e-005,0,0.000295861,0.000351335,4.15027e-005
2.87643e-006,8.21837e-007,1.0273e-005,2.71206e-005,0,0.000302847,0.000313531,4.5201e-005
2.46551e-006,8.21837e-007,7.80745e-006,2.13678e-005,0,0.000301614,0.000312298,4.72556e-005
2.05459e-006,8.21837e-007,8.21837e-006,2.21896e-005,0,0.000302847,0.000311065,4.76665e-005
2.46551e-006,8.21837e-007,8.21837e-006,2.13678e-005,0,0.000300792,0.000341062,4.68447e-005
9.45112e-006,8.21837e-007,8.21837e-006,2.05459e-005,0,0.000296272,0.000291341,4.47901e-005
2.05459e-006,8.21837e-007,8.62928e-006,2.21896e-005,0,0.000302436,0.000337775,5.34194e-005
2.05459e-006,8.21837e-007,7.80745e-006,2.05459e-005,0,0.000304901,0.0003086,4.60228e-005
2.05459e-006,8.21837e-007,8.21837e-006,2.13678e-005,0,0.000301614,0.000309832,4.68447e-005
1.64367e-006,8.21837e-007,8.21837e-006,2.13678e-005,0,0.00029997,0.000338186,4.64338e-005
3.69826e-006,1.23275e-006,1.68476e-005,3.41062e-005,0,0.000310654,0.000309832,4.68447e-005
2.05459e-006,1.23275e-006,8.62928e-006,2.21896e-005,0,0.000301203,0.000311065,4.68447e-005
2.05459e-006,1.23275e-006,8.62928e-006,2.30114e-005,0,0.000301614,0.000310654,4.76665e-005
2.05459e-006,8.21837e-007,7.39653e-006,2.21896e-005,0,0.00029997,0.000343117,4.64338e-005
2.46551e-006,4.10918e-007,7.80745e-006,2.13678e-005,0,0.000300792,0.000311476,6.98561e-005
2.05459e-006,4.10918e-007,6.57469e-006,2.0135e-005,0,0.000314352,0.000323393,5.25975e-005
2.05459e-006,8.21837e-007,7.80745e-006,2.05459e-005,0,0.000302025,0.000311887,4.72556e-005
2.05459e-006,1.23275e-006,9.0402e-006,2.30114e-005,0,0.000301614,0.000310654,4.76665e-005
2.05459e-006,8.21837e-007,8.21837e-006,2.13678e-005,0,0.000300381,0.000339418,4.64338e-005
3.28735e-006,1.64367e-006,1.72586e-005,3.08189e-005,0,0.000307778,0.00032668,4.80774e-005
2.05459e-006,8.21837e-007,8.21837e-006,2.09568e-005,0,0.000297094,0.000311476,4.56119e-005
2.05459e-006,8.21837e-007,9.0402e-006,2.13678e-005,0,0.000302847,0.000313942,4.76665e-005
2.05459e-006,1.23275e-006,7.80745e-006,2.09568e-005,0,0.000300381,0.000342295,4.64338e-005
2.87643e-006,1.23275e-006,7.80745e-006,2.17787e-005,4.10918e-007,0.000300792,0.000309011,4.68447e-005
2.05459e-006,4.10918e-007,6.98561e-006,1.97241e-005,0,0.000299559,0.000307778,4.5201e-005
2.05459e-006,8.21837e-007,9.0402e-006,2.13678e-005,4.10918e-007,0.000300792,0.000310243,4.72556e-005
3.28735e-006,8.21837e-007,8.21837e-006,2.09568e-005,0,0.00029997,0.000309421,4.72556e-005
7.39653e-006,3.28735e-006,2.67097e-005,7.97181e-005,0,0.000301614,0.000341884,4.76665e-005
2.05459e-006,8.21837e-007,7.80745e-006,2.13678e-005,0,0.000307778,0.000346815,5.25975e-005
2.05459e-006,8.21837e-007,9.45112e-006,2.13678e-005,0,0.000301203,0.000311476,4.64338e-005
2.05459e-006,8.21837e-007,9.45112e-006,2.21896e-005,4.10918e-007,0.000375168,0.000399413,4.68447e-005
1.64367e-006,8.21837e-007,8.62928e-006,2.38333e-005,0,0.000300381,0.000311065,4.68447e-005
2.46551e-006,8.21837e-007,1.19166e-005,2.5066e-005,0,0.000303258,0.000348459,4.72556e-005
2.05459e-006,8.21837e-007,9.0402e-006,2.13678e-005,0,0.000301203,0.000310654,4.68447e-005
2.91752e-005,1.23275e-006,8.21837e-006,2.09568e-005,0,0.000300792,0.000310654,4.68447e-005
1.64367e-006,8.21837e-007,8.62928e-006,2.09568e-005,4.10918e-007,0.000309421,0.000312298,4.72556e-005
7.39653e-006,1.23275e-006,1.80804e-005,4.027e-005,0,0.000313531,0.000392016,4.68447e-005
1.0273e-005,2.05459e-006,2.05459e-005,7.5609e-005,0,0.000272439,0.000309421,4.47901e-005
6.98561e-006,2.46551e-006,2.0135e-005,7.39653e-005,0,0.000274904,0.000311887,4.31464e-005
6.98561e-006,2.46551e-006,2.13678e-005,7.31434e-005,0,0.000297094,0.000311065,4.5201e-005
7.39653e-006,2.05459e-006,2.13678e-005,7.39653e-005,0,0.00028189,0.000322982,4.15027e-005
2.05459e-006,8.21837e-007,7.80745e-006,2.13678e-005,0,0.000306956,0.000383387,4.72556e-005
7.39653e-006,2.05459e-006,1.97241e-005,7.27325e-005,4.10918e-007,0.000271617,0.000302436,4.15027e-005
2.75315e-005,2.05459e-006,2.0135e-005,7.39653e-005,0,0.000299148,0.000312709,4.64338e-005
2.38333e-005,2.05459e-006,2.0135e-005,7.23216e-005,0,0.000297094,0.000310243,4.64338e-005
6.98561e-006,2.46551e-006,1.89022e-005,7.19107e-005,4.10918e-007,0.000278192,0.000341062,4.23246e-005
1.64367e-006,8.21837e-007,4.93102e-006,2.58878e-005,4.10918e-007,0.000303669,0.0003086,4.35573e-005
6.57469e-006,2.05459e-006,1.93132e-005,7.14998e-005,0,0.000272028,0.000302847,4.31464e-005
6.57469e-006,2.46551e-006,1.80804e-005,7.19107e-005,0,0.000278603,0.000309832,4.19137e-005
2.87643e-006,8.21837e-007,8.21837e-006,1.89022e-005,0,0.000282712,0.000297094,5.38303e-005
6.98561e-006,2.05459e-006,1.76695e-005,7.39653e-005,0,0.000285999,0.000345582,4.15027e-005
6.57469e-006,2.05459e-006,1.84913e-005,7.35544e-005,0,0.000273261,0.000306956,4.27355e-005
6.98561e-006,2.05459e-006,1.97241e-005,7.5609e-005,0,0.000301203,0.000315996,4.5201e-005
6.57469e-006,2.05459e-006,2.05459e-005,7.35544e-005,0,0.000280246,0.000300381,4.31464e-005
6.98561e-006,2.05459e-006,1.93132e-005,7.35544e-005,0,0.000279014,0.000369826,5.21866e-005
6.57469e-006,2.46551e-006,1.89022e-005,7.39653e-005,0,0.00028189,0.000317229,4.27355e-005
6.57469e-006,2.05459e-006,1.89022e-005,7.27325e-005,0,0.000297094,0.000315585,4.15027e-005
6.98561e-006,2.46551e-006,2.05459e-005,7.35544e-005,0,0.000281479,0.000311065,4.19137e-005
2.87643e-006,8.21837e-007,7.80745e-006,2.58878e-005,0,0.00037599,0.000383798,4.56119e-005
2.87643e-006,8.21837e-007,6.98561e-006,2.13678e-005,0,0.000302436,0.000346815,4.60228e-005
7.39653e-006,2.46551e-006,2.13678e-005,7.5609e-005,4.10918e-007,0.000301203,0.000318051,4.72556e-005
6.98561e-006,2.46551e-006,1.93132e-005,7.43762e-005,4.10918e-007,0.000280657,0.000320105,4.31464e-005
7.39653e-006,2.05459e-006,1.93132e-005,7.23216e-005,0,0.000297505,0.000316818,4.5201e-005
3.28735e-006,8.21837e-007,9.45112e-006,2.79424e-005,0,0.000299148,0.000394892,4.5201e-005
6.98561e-006,2.05459e-006,1.93132e-005,7.31434e-005,0,0.000296272,0.000314352,4.39683e-005
7.39653e-006,2.05459e-006,1.84913e-005,7.19107e-005,0,0.00028189,0.000316818,4.27355e-005
6.98561e-006,2.46551e-006,1.97241e-005,7.27325e-005,0,0.000297094,0.000325858,4.27355e-005
7.80745e-006,2.46551e-006,1.93132e-005,7.19107e-005,0,0.000279835,0.000315174,4.31464e-005
6.57469e-006,2.05459e-006,1.80804e-005,7.10889e-005,0,0.000278192,0.000341062,4.31464e-005
1.15057e-005,2.05459e-006,1.89022e-005,7.14998e-005,0,0.000296683,0.000314763,4.47901e-005
7.39653e-006,2.46551e-006,2.05459e-005,7.60199e-005,0,0.000282712,0.000314352,4.31464e-005
7.39653e-006,2.05459e-006,1.97241e-005,7.47871e-005,0,0.000281068,0.000313942,4.31464e-005
2.46551e-006,4.10918e-007,7.39653e-006,2.58878e-005,4.10918e-007,0.000303258,0.000379688,4.5201e-005
9.0402e-006,2.46551e-006,2.09568e-005,7.47871e-005,0,0.000297505,0.000314763,4.5201e-005
6.98561e-006,2.05459e-006,2.05459e-005,7.23216e-005,4.10918e-007,0.000281479,0.000316407,4.19137e-005
7.39653e-006,2.46551e-006,1.97241e-005,7.35544e-005,0,0.000299559,0.000315585,4.27355e-005
6.57469e-006,2.46551e-006,2.0135e-005,7.35544e-005,0,0.000281068,0.000314352,4.31464e-005
2.87643e-006,8.21837e-007,9.0402e-006,2.79424e-005,0,0.000306545,0.000406398,4.84884e-005
6.98561e-006,2.05459e-006,1.93132e-005,7.31434e-005,0,0.000296683,0.000312709,4.43792e-005
1.10948e-005,2.46551e-006,1.93132e-005,7.31434e-005,4.10918e-007,0.000273261,0.000323393,4.19137e-005
6.57469e-006,2.05459e-006,1.89022e-005,7.31434e-005,0,0.000280657,0.000322982,4.23246e-005
2.46551e-006,8.21837e-007,7.39653e-006,2.5066e-005,0,0.000298327,0.000343939,4.27355e-005
6.57469e-006,2.05459e-006,1.76695e-005,7.10889e-005,0,0.000279014,0.000295861,4.35573e-005
6.98561e-006,2.05459e-006,1.84913e-005,7.19107e-005,4.10918e-007,0.000272439,0.000328324,4.10918e-005
1.64367e-006,4.10918e-007,5.34194e-006,1.76695e-005,0,0.000279835,0.000297505,4.27355e-005
3.28735e-006,8.21837e-007,8.21837e-006,2.75315e-005,0,0.000287232,0.000341473,4.19137e-005
6.98561e-006,2.05459e-006,1.93132e-005,7.27325e-005,0,0.00029545,0.000388729,4.43792e-005
6.98561e-006,2.46551e-006,2.0135e-005,7.43762e-005,0,0.000281479,0.000312298,4.27355e-005
6.98561e-006,2.46551e-006,1.97241e-005,7.35544e-005,0,0.000281479,0.000314763,4.27355e-005
1.39712e-005,2.05459e-006,1.93132e-005,7.27325e-005,4.10918e-007,0.000298738,0.000315996,4.5201e-005
6.98561e-006,2.05459e-006,2.30114e-005,1.80804e-005,0,0.00029093,0.000406809,4.5201e-005
6.57469e-006,2.05459e-006,2.13678e-005,7.68417e-005,4.10918e-007,0.000301614,0.000315174,4.64338e-005
7.39653e-006,2.46551e-006,2.05459e-005,7.47871e-005,0,0.000283534,0.000314352,4.35573e-005
6.98561e-006,2.05459e-006,1.97241e-005,8.71147e-005,0,0.000273672,0.000302436,4.10918e-005
2.46551e-006,8.21837e-007,6.16377e-006,2.09568e-005,0,0.000370237,0.000311065,4.64338e-005
7.39653e-006,2.46551e-006,1.80804e-005,7.27325e-005,0,0.000315174,0.000398591,5.0132e-005
6.57469e-006,2.05459e-006,2.09568e-005,7.31434e-005,0,0.000282712,0.000307778,4.23246e-005
2.05459e-006,8.21837e-007,6.57469e-006,2.62988e-005,0,0.000281479,0.000303669,4.60228e-005
0.000169298,4.10918e-007,7.80745e-006,2.09568e-005,0,0.000283945,0.000316407,4.56119e-005
3.28735e-006,1.64367e-006,1.72586e-005,3.28735e-005,0,0.000297916,0.000346815,4.60228e-005
7.39653e-006,2.05459e-006,1.80804e-005,7.23216e-005,0,0.000278192,0.000289697,4.15027e-005
7.39653e-006,2.46551e-006,2.05459e-005,7.39653e-005,0,0.000302436,0.000310654,4.56119e-005
7.39653e-006,2.46551e-006,1.97241e-005,7.35544e-005,0,0.000283534,0.000309832,4.27355e-005
0.00013889,4.10918e-007,6.16377e-006,1.93132e-005,0,0.000298738,0.000310654,4.60228e-005
7.80745e-006,2.46551e-006,1.93132e-005,7.23216e-005,0,0.000300792,0.000384619,4.80774e-005
9.45112e-006,2.05459e-006,2.09568e-005,7.23216e-005,4.10918e-007,0.000297094,0.000313531,4.5201e-005
1.0273e-005,2.05459e-006,2.0135e-005,7.10889e-005,0,0.000296683,0.000309832,4.5201e-005
7.39653e-006,2.46551e-006,2.05459e-005,7.43762e-005,0,0.000300792,0.000310243,4.60228e-005
6.98561e-006,2.05459e-006,2.0135e-005,7.31434e-005,0,0.000300381,0.000349281,4.56119e-005
6.57469e-006,2.05459e-006,1.72586e-005,6.98561e-005,0,0.000271206,0.000333666,5.42412e-005
6.98561e-006,2.46551e-006,1.89022e-005,7.23216e-005,0,0.000297505,0.000310243,4.5201e-005
7.39653e-006,2.05459e-006,1.97241e-005,7.27325e-005,0,0.000274082,0.000312298,4.23246e-005
6.98561e-006,2.46551e-006,1.89022e-005,7.14998e-005,4.10918e-007,0.000272439,0.000303258,4.15027e-005
2.05459e-006,4.10918e-007,6.16377e-006,2.79424e-005,0,0.000303258,0.000395303,4.56119e-005
6.98561e-006,2.46551e-006,1.89022e-005,7.10889e-005,0,0.000279835,0.000292985,4.19137e-005
7.39653e-006,2.46551e-006,1.93132e-005,7.88963e-005,0,0.000297916,0.000311476,4.60228e-005
7.39653e-006,2.05459e-006,1.93132e-005,7.27325e-005,4.10918e-007,0.000275726,0.000312709,4.19137e-005
2.87643e-006,8.21837e-007,1.06839e-005,2.87643e-005,0,0.000306134,0.000311887,4.60228e-005
6.57469e-006,2.05459e-006,1.84913e-005,7.19107e-005,4.10918e-007,0.000279014,0.000340651,5.05429e-005
6.98561e-006,2.46551e-006,1.97241e-005,7.27325e-005,4.10918e-007,0.000280657,0.000310243,4.27355e-005
9.86204e-006,2.05459e-006,1.97241e-005,7.27325e-005,0,0.00028189,0.000311065,4.56119e-005
6.98561e-006,2.46551e-006,1.89022e-005,7.31434e-005,0,0.000282712,0.000319694,4.27355e-005
2.05459e-006,4.10918e-007,6.16377e-006,1.93132e-005,4.10918e-007,0.000310243,0.000396536,4.68447e-005
6.98561e-006,2.05459e-006,1.97241e-005,7.31434e-005,0,0.000281068,0.000307778,4.27355e-005
6.98561e-006,2.05459e-006,2.0135e-005,7.23216e-005,0,0.000287232,0.000336131,4.31464e-005
6.98561e-006,2.46551e-006,1.93132e-005,7.31434e-005,0,0.000280246,0.000312709,4.56119e-005
6.98561e-006,2.05459e-006,1.89022e-005,7.23216e-005,0,0.00030408,0.00031764,4.23246e-005
9.45112e-006,2.05459e-006,1.80804e-005,7.10889e-005,0,0.00029997,0.000398591,4.68447e-005
1.72586e-005,2.46551e-006,1.89022e-005,7.10889e-005,0,0.000279424,0.000313531,4.27355e-005
6.57469e-006,2.46551e-006,1.84913e-005,7.14998e-005,0,0.00029545,0.000313531,4.60228e-005
7.39653e-006,2.46551e-006,1.89022e-005,7.27325e-005,0,0.000296272,0.000310654,4.5201e-005
3.28735e-006,1.23275e-006,1.10948e-005,2.91752e-005,0,0.000305312,0.000417904,4.5201e-005
6.98561e-006,2.05459e-006,1.80804e-005,7.19107e-005,0,0.000270384,0.000292163,4.027e-005
7.39653e-006,2.46551e-006,1.93132e-005,7.27325e-005,0,0.000281068,0.000303258,4.35573e-005
6.98561e-006,2.05459e-006,1.97241e-005,7.43762e-005,0,0.000283945,0.000311065,4.31464e-005
6.57469e-006,2.46551e-006,1.93132e-005,7.23216e-005,0,0.000280657,0.000309832,4.23246e-005
2.38333e-005,2.05459e-006,1.80804e-005,7.14998e-005,0,0.000305723,0.000422835,4.72556e-005
6.98561e-006,2.05459e-006,2.05459e-005,7.19107e-005,0,0.000280246,0.000310654,4.31464e-005
6.57469e-006,2.46551e-006,1.89022e-005,7.19107e-005,0,0.000280657,0.000310243,4.23246e-005
6.98561e-006,2.05459e-006,1.97241e-005,7.31434e-005,0,0.000298327,0.000311065,4.60228e-005
2.87643e-006,8.21837e-007,1.06839e-005,2.87643e-005,0,0.000309421,0.000382565,4.56119e-005
6.98561e-006,2.46551e-006,1.84913e-005,7.19107e-005,0,0.000279014,0.000310243,4.19137e-005
6.57469e-006,2.05459e-006,1.89022e-005,7.19107e-005,0,0.000297094,0.000310243,4.15027e-005
1.0273e-005,2.46551e-006,2.0135e-005,7.19107e-005,0,0.000281068,0.000309832,4.27355e-005
2.46551e-006,8.21837e-007,7.39653e-006,2.54769e-005,0,0.000280657,0.000293396,4.27355e-005
6.98561e-006,2.05459e-006,1.68476e-005,7.0267e-005,0,0.000295861,0.000342706,4.39683e-005
7.39653e-006,2.05459e-006,1.93132e-005,7.23216e-005,0,0.000281479,0.000309011,4.31464e-005
6.98561e-006,2.46551e-006,1.89022e-005,7.14998e-005,0,0.000280657,0.000318873,4.23246e-005
