Ship Movement Update,Gear System Update,Lerper Update,ParticleSystem Update,Instructions Draw,Gear System Draw,ParticleSystem Draw,Ship Draw
6.98561e-006,2.46551e-006,2.05459e-005,0.000279424,0,0.000279835,0.00102853,4.31464e-005
6.57469e-006,2.05459e-006,1.80804e-005,0.000259289,0,0.000277781,0.00101784,4.43792e-005
6.98561e-006,2.46551e-006,2.17787e-005,0.000261755,0,0.000297094,0.00107989,4.68447e-005
7.80745e-006,2.46551e-006,2.05459e-005,0.000286821,0,0.000296683,0.00105072,4.64338e-005
7.39653e-006,2.46551e-006,1.93132e-005,0.000244496,0,0.000271206,0.00101456,4.19137e-005
7.80745e-006,2.05459e-006,1.76695e-005,0.000279424,0,0.000280657,0.0010725,4.56119e-005
6.57469e-006,2.46551e-006,1.80804e-005,0.000265864,0,0.000279424,0.000999353,4.23246e-005
2.30114e-005,2.46551e-006,1.80804e-005,0.000239154,0,0.000297094,0.00100634,4.27355e-005
6.98561e-006,2.05459e-006,1.93132e-005,0.000252304,0,0.000297916,0.0010125,4.31464e-005
2.05459e-006,8.21837e-007,4.93102e-006,0.000158204,0,0.000332844,0.00106181,4.76665e-005
1.72586e-005,2.46551e-006,1.93132e-005,0.000248195,0,0.000279424,0.00100387,4.43792e-005
6.57469e-006,2.05459e-006,1.80804e-005,0.000249016,0,0.000297505,0.00101127,4.5201e-005
6.98561e-006,2.05459e-006,1.89022e-005,0.000254358,0,0.000280246,0.00104045,4.5201e-005
2.05459e-006,4.10918e-007,6.57469e-006,0.000158614,0,0.000312298,0.00109263,4.60228e-005
6.57469e-006,2.46551e-006,1.84913e-005,0.000256824,0,0.000280657,0.000968945,4.39683e-005
2.05459e-006,8.21837e-007,7.80745e-006,0.000170942,0,0.000302025,0.00105853,4.76665e-005
6.98561e-006,2.87643e-006,2.42442e-005,0.00025066,0,0.000284355,0.00103017,4.5201e-005
3.28735e-006,8.21837e-007,1.31494e-005,0.000199706,4.10918e-007,0.000302436,0.00111153,4.64338e-005
6.57469e-006,2.46551e-006,5.25975e-005,0.000231758,4.10918e-007,0.000281068,0.0010162,4.39683e-005
6.98561e-006,2.46551e-006,1.97241e-005,0.000256413,0,0.000283123,0.000933195,4.35573e-005
2.38333e-005,2.05459e-006,1.93132e-005,0.000230114,0,0.000273261,0.000949221,4.56119e-005
3.28735e-006,8.21837e-007,1.15057e-005,0.000181215,0,0.000305312,0.000982916,4.31464e-005
7.80745e-006,2.87643e-006,1.89022e-005,0.000243264,0,0.000279835,0.000965247,4.43792e-005
1.39712e-005,2.05459e-006,1.97241e-005,0.000231758,0,0.000298738,0.000962371,4.31464e-005
7.39653e-006,2.05459e-006,1.89022e-005,0.00025518,0,0.000273261,0.000933195,4.56119e-005
2.46551e-006,8.21837e-007,7.39653e-006,0.000185735,0,0.000311887,0.000999353,4.60228e-005
8.21837e-006,2.05459e-006,1.97241e-005,0.000261344,4.10918e-007,0.000293807,0.000960727,4.47901e-005
6.57469e-006,2.46551e-006,1.93132e-005,0.000235456,0,0.000293807,0.000905664,4.15027e-005
6.98561e-006,2.46551e-006,2.05459e-005,0.000219841,0,0.000299148,0.000932374,4.5201e-005
6.57469e-006,2.46551e-006,1.89022e-005,0.000233402,0,0.000281479,0.000898267,4.27355e-005
1.64367e-006,4.10918e-007,5.34194e-006,0.000146287,0,0.000303669,0.00098456,4.76665e-005
0.00018368,8.21837e-007,6.57469e-006,0.000147109,0,0.000274493,0.000924566,4.56119e-005
6.98561e-006,2.46551e-006,1.84913e-005,0.000233402,4.10918e-007,0.000297916,0.000934839,4.5201e-005
6.98561e-006,2.46551e-006,1.80804e-005,0.0002371,0,0.000280246,0.00089498,4.5201e-005
2.46551e-006,8.21837e-007,7.80745e-006,0.000173408,0,0.000311887,0.000910595,4.64338e-005
7.39653e-006,2.46551e-006,2.0135e-005,0.000243264,0,0.000292574,0.000911417,4.19137e-005
6.57469e-006,2.05459e-006,1.97241e-005,0.000227649,0,0.000282712,0.000870325,4.15027e-005
6.98561e-006,2.46551e-006,1.89022e-005,0.000236689,0,0.000282301,0.000885118,4.27355e-005
1.72586e-005,2.46551e-006,1.89022e-005,0.000233402,0,0.000300381,0.000902376,4.5201e-005
6.98561e-006,2.05459e-006,1.93132e-005,0.000216143,0,0.000297505,0.000892925,4.47901e-005
6.57469e-006,2.46551e-006,1.84913e-005,0.000220663,0,0.000282301,0.000883885,4.27355e-005
6.98561e-006,2.46551e-006,2.13678e-005,0.000218198,4.10918e-007,0.000300381,0.000885529,4.60228e-005
6.98561e-006,4.10918e-007,6.57469e-006,0.000126563,0,0.000281068,0.000865394,4.5201e-005
0.000144232,4.10918e-007,4.93102e-006,0.000131494,0,0.000295039,0.000869092,4.76665e-005
6.98561e-006,2.46551e-006,1.84913e-005,0.000226005,0,0.000280246,0.00084567,4.15027e-005
6.57469e-006,2.46551e-006,1.89022e-005,0.000219841,0,0.000297505,0.000817727,4.23246e-005
7.39653e-006,2.46551e-006,1.97241e-005,0.000222307,0,0.000289286,0.000818549,4.56119e-005
3.69826e-006,1.23275e-006,1.43821e-005,0.00016108,0,0.000301614,0.000842793,5.30085e-005
6.98561e-006,8.21837e-007,5.75286e-006,0.000121221,0,0.00029545,0.000801291,4.39683e-005
6.16377e-006,2.05459e-006,1.89022e-005,0.000216554,0,0.000274493,0.000793483,4.27355e-005
7.39653e-006,2.46551e-006,2.17787e-005,0.000204637,0,0.00029997,0.000799647,4.56119e-005
8.21837e-006,2.05459e-006,2.0135e-005,0.000207514,0,0.000297094,0.000816495,4.56119e-005
6.98561e-006,2.46551e-006,2.09568e-005,0.000212034,0,0.000311887,0.000763897,4.39683e-005
2.67097e-005,2.05459e-006,1.97241e-005,0.000181215,0,0.000517757,0.00104661,4.56119e-005
6.98561e-006,2.46551e-006,2.26005e-005,0.000189844,0,0.000281479,0.000772115,4.35573e-005
6.57469e-006,2.46551e-006,2.09568e-005,0.000198884,0,0.000296683,0.000767184,4.31464e-005
1.39712e-005,2.05459e-006,1.93132e-005,0.000203815,0,0.000297916,0.000803756,4.56119e-005
7.39653e-006,2.46551e-006,1.97241e-005,0.000212445,0,0.000306956,0.000814029,4.84884e-005
1.31494e-005,2.46551e-006,1.97241e-005,0.000205048,0,0.000281479,0.000349691,4.60228e-005
0.000200528,4.10918e-007,5.75286e-006,2.21896e-005,0,0.000281068,0.000314763,4.60228e-005
7.39653e-006,2.46551e-006,2.13678e-005,7.60199e-005,0,0.00029997,0.000330789,4.60228e-005
6.98561e-006,2.05459e-006,2.05459e-005,7.39653e-005,0,0.000280246,0.000319283,4.31464e-005
2.05459e-006,8.21837e-007,7.80745e-006,2.09568e-005,0,0.000328324,0.000353801,4.76665e-005
1.06839e-005,2.46551e-006,2.58878e-005,8.83474e-005,4.10918e-007,0.000302847,0.000318462,4.80774e-005
7.39653e-006,2.46551e-006,2.21896e-005,7.64308e-005,0,0.000284355,0.000317229,4.43792e-005
6.98561e-006,2.46551e-006,1.97241e-005,7.23216e-005,0,0.000281479,0.000315996,4.35573e-005
3.28735e-006,8.21837e-007,8.62928e-006,2.67097e-005,0,0.000289697,0.000332433,4.39683e-005
6.98561e-006,2.05459e-006,1.89022e-005,7.31434e-005,4.10918e-007,0.000279835,0.000352157,4.47901e-005
8.21837e-006,2.46551e-006,1.89022e-005,7.19107e-005,0,0.000299148,0.000324215,4.56119e-005
6.98561e-006,2.05459e-006,2.05459e-005,7.35544e-005,0,0.000297916,0.000316407,4.5201e-005
6.98561e-006,2.05459e-006,1.97241e-005,7.31434e-005,4.10918e-007,0.000280246,0.000316407,4.23246e-005
1.64367e-006,4.10918e-007,6.16377e-006,2.83534e-005,0,0.000314352,0.000394071,4.39683e-005
6.98561e-006,2.46551e-006,2.05459e-005,7.5198e-005,0,0.000298738,0.00031764,4.5201e-005
6.98561e-006,2.46551e-006,1.93132e-005,7.35544e-005,0,0.000282301,0.000313942,4.35573e-005
7.39653e-006,2.05459e-006,1.97241e-005,7.35544e-005,0,0.000297916,0.000315585,4.56119e-005
3.28735e-006,1.23275e-006,1.06839e-005,2.62988e-005,4.10918e-007,0.000305723,0.000323804,4.5201e-005
6.98561e-006,2.05459e-006,1.97241e-005,7.31434e-005,0,0.000280657,0.000346404,4.19137e-005
9.45112e-006,2.05459e-006,1.93132e-005,7.23216e-005,0,0.000297916,0.0017953,4.5201e-005
8.21837e-006,2.46551e-006,2.26005e-005,0.000401056,0,0.00029997,0.00179941,4.56119e-005
7.39653e-006,2.05459e-006,2.09568e-005,0.000509539,0,0.000302436,0.00180886,4.64338e-005
2.46551e-006,4.10918e-007,1.80804e-005,0.000346815,0,0.000285999,0.00199336,4.64338e-005
7.39653e-006,2.05459e-006,1.89022e-005,0.000410918,4.10918e-007,0.000297094,0.00179119,4.39683e-005
2.38333e-005,2.05459e-006,1.97241e-005,0.000397358,0,0.00029093,0.00171969,4.35573e-005
6.57469e-006,2.46551e-006,1.93132e-005,0.000421602,0,0.000298327,0.00171969,4.35573e-005
2.87643e-006,8.21837e-007,7.80745e-006,0.000350513,4.10918e-007,0.000299148,0.00174517,4.47901e-005
1.31494e-005,2.05459e-006,1.80804e-005,0.000419137,4.10918e-007,0.00029545,0.00178462,4.64338e-005
2.34223e-005,2.05459e-006,1.93132e-005,0.000400645,0,0.000305723,0.00172709,4.31464e-005
7.39653e-006,2.46551e-006,1.84913e-005,0.000424889,0,0.000296272,0.00172216,4.23246e-005
6.57469e-006,2.46551e-006,1.89022e-005,0.000419548,0,0.000297094,0.00174024,4.27355e-005
6.98561e-006,2.05459e-006,1.80804e-005,0.000419548,0,0.000306545,0.00192844,4.60228e-005
6.57469e-006,2.05459e-006,1.89022e-005,0.000419137,0,0.000296272,0.00176366,4.39683e-005
6.98561e-006,2.46551e-006,1.84913e-005,0.000412562,0,0.000302847,0.00171969,4.56119e-005
6.57469e-006,2.05459e-006,1.89022e-005,0.000400234,0,0.000289286,0.00176818,4.60228e-005
2.05459e-006,8.21837e-007,9.0402e-006,0.000336953,4.10918e-007,0.00030449,0.00184995,4.76665e-005
2.05459e-006,8.21837e-007,7.39653e-006,0.000315585,0,0.000309832,0.00176489,4.64338e-005
7.39653e-006,2.46551e-006,2.38333e-005,0.000381743,0,0.000299559,0.00174312,4.72556e-005
2.05459e-006,8.21837e-007,1.43821e-005,0.000313942,0,0.000299559,0.0016634,4.60228e-005
2.87643e-006,1.23275e-006,1.19166e-005,0.000336953,0,0.0003086,0.00170326,4.60228e-005
7.39653e-006,2.05459e-006,1.93132e-005,0.000396125,0,0.000310243,0.0015204,4.15027e-005
0.000311065,4.10918e-007,5.75286e-006,0.00027737,0,0.00029997,0.00164244,4.72556e-005
6.98561e-006,2.05459e-006,1.97241e-005,0.000372703,0,0.000272439,0.00140822,4.31464e-005
2.87643e-006,8.21837e-007,9.45112e-006,0.000292574,0,0.000298327,0.00148629,4.31464e-005
6.57469e-006,2.46551e-006,1.72586e-005,0.000338186,0,0.000278603,0.00147437,4.5201e-005
6.98561e-006,2.05459e-006,1.89022e-005,0.000338186,0,0.000297094,0.00146616,4.56119e-005
0.000166011,4.10918e-007,5.34194e-006,0.000249016,0,0.00027285,0.00143739,4.47901e-005
0.000153273,4.10918e-007,5.75286e-006,0.000261755,0,0.000297094,0.00143534,4.93102e-005
5.34194e-006,8.21837e-007,1.0273e-005,0.000282301,0,0.000303258,0.00148259,4.47901e-005
7.39653e-006,2.05459e-006,1.89022e-005,0.000341473,0,0.000279014,0.00136795,5.17757e-005
6.98561e-006,2.46551e-006,1.97241e-005,0.000337775,0,0.000298327,0.0014263,4.56119e-005
6.57469e-006,2.46551e-006,1.84913e-005,0.000336131,0,0.000297916,0.00140329,4.5201e-005
6.98561e-006,2.46551e-006,1.89022e-005,0.00033572,0,0.000271617,0.00129069,4.27355e-005
2.46551e-006,8.21837e-007,1.0273e-005,0.000241209,0,0.000317229,0.00138685,4.68447e-005
7.80745e-006,2.46551e-006,1.97241e-005,0.000316818,0,0.000298327,0.0012796,4.47901e-005
6.57469e-006,2.05459e-006,1.97241e-005,0.000282301,0,0.000297916,0.00124796,4.43792e-005
2.38333e-005,2.46551e-006,2.05459e-005,0.000287232,0,0.000297916,0.00126234,4.68447e-005
6.98561e-006,2.46551e-006,2.0135e-005,0.00029997,0,0.000282712,0.00122371,4.39683e-005
2.05459e-006,4.10918e-007,4.5201e-006,0.000216965,0,0.000301203,0.00128042,4.56119e-005
